60.0,305.0,296.0
66.0,309.0,295.0
20.0,280.0,320.0
63.0,275.0,175.0
47.0,301.0,191.0
19.0,282.0,290.0
30.0,214.0,301.0
42.0,298.0,207.0
69.0,304.0,298.0
65.0,309.0,219.0
22.0,247.0,302.0
72.0,140.0,226.0
68.0,281.0,324.0
42.0,215.0,328.0
62.0,155.0,194.0
22.0,275.0,209.0
36.0,312.0,300.0
62.0,309.0,211.0
62.0,156.0,194.0
52.0,193.0,218.0
16.0,279.0,294.0
62.0,261.0,235.0
67.0,295.0,286.0
50.0,295.0,186.0
56.0,271.0,233.0
55.0,268.0,205.0
36.0,258.0,351.0
49.0,278.0,203.0
23.0,256.0,192.0
52.0,281.0,229.0
15.0,288.0,303.0
30.0,216.0,224.0
16.0,247.0,239.0
59.0,254.0,182.0
54.0,207.0,355.0
33.0,205.0,326.0
66.0,249.0,168.0
40.0,190.0,195.0
36.0,231.0,335.0
62.0,153.0,189.0
61.0,184.0,171.0
25.0,223.0,323.0
40.0,310.0,294.0
41.0,207.0,214.0
49.0,306.0,304.0
52.0,282.0,191.0
57.0,301.0,333.0
23.0,290.0,296.0
20.0,269.0,327.0
41.0,302.0,331.0
69.0,261.0,354.0
34.0,188.0,312.0
46.0,260.0,345.0
26.0,286.0,336.0
58.0,237.0,350.0
29.0,238.0,308.0
44.0,174.0,260.0
54.0,249.0,345.0
68.0,138.0,218.0
22.0,234.0,193.0
23.0,243.0,222.0
29.0,279.0,328.0
61.0,308.0,323.0
28.0,304.0,324.0
60.0,321.0,310.0
28.0,239.0,180.0
67.0,276.0,304.0
33.0,290.0,336.0
25.0,298.0,308.0
28.0,265.0,329.0
48.0,237.0,356.0
40.0,237.0,165.0
33.0,310.0,307.0
60.0,242.0,182.0
43.0,300.0,335.0
68.0,155.0,225.0
31.0,224.0,332.0
58.0,274.0,340.0
35.0,287.0,235.0
45.0,266.0,342.0
18.0,282.0,210.0
17.0,253.0,208.0
44.0,201.0,336.0
58.0,306.0,334.0
21.0,264.0,323.0
47.0,192.0,194.0
42.0,169.0,219.0
13.0,260.0,220.0
33.0,284.0,210.0
23.0,250.0,341.0
32.0,266.0,350.0
45.0,175.0,305.0
23.0,254.0,303.0
46.0,264.0,219.0
29.0,239.0,202.0
50.0,296.0,186.0
57.0,289.0,325.0
39.0,290.0,183.0
19.0,230.0,208.0
27.0,269.0,331.0
23.0,215.0,220.0
64.0,158.0,229.0
46.0,166.0,228.0
75.0,248.0,165.0
17.0,240.0,223.0
38.0,248.0,168.0
20.0,240.0,226.0
11.0,260.0,297.0
59.0,268.0,351.0
60.0,309.0,292.0
63.0,283.0,344.0
18.0,254.0,237.0
37.0,194.0,186.0
29.0,301.0,330.0
37.0,309.0,294.0
66.0,263.0,347.0
25.0,219.0,192.0
23.0,246.0,184.0
21.0,257.0,236.0
49.0,174.0,250.0
62.0,238.0,222.0
50.0,174.0,337.0
43.0,250.0,188.0
27.0,273.0,183.0
20.0,237.0,301.0
25.0,232.0,313.0
38.0,196.0,207.0
17.0,261.0,237.0
65.0,263.0,335.0
71.0,133.0,230.0
40.0,282.0,332.0
33.0,288.0,222.0
64.0,304.0,324.0
34.0,286.0,208.0
21.0,263.0,244.0
59.0,255.0,344.0
36.0,276.0,331.0
28.0,262.0,189.0
36.0,291.0,190.0
22.0,294.0,323.0
70.0,155.0,199.0
48.0,189.0,193.0
15.0,261.0,287.0
27.0,258.0,175.0
57.0,300.0,202.0
13.0,277.0,314.0
16.0,267.0,220.0
23.0,253.0,242.0
50.0,309.0,298.0
56.0,319.0,302.0
49.0,251.0,351.0
33.0,194.0,200.0
24.0,274.0,341.0
56.0,164.0,218.0
51.0,169.0,254.0
19.0,265.0,204.0
59.0,227.0,354.0
38.0,291.0,198.0
40.0,236.0,161.0
32.0,212.0,334.0
42.0,225.0,209.0
40.0,300.0,224.0
37.0,174.0,225.0
59.0,305.0,334.0
42.0,305.0,314.0
66.0,275.0,224.0
64.0,271.0,342.0
46.0,317.0,310.0
25.0,244.0,237.0
32.0,289.0,230.0
27.0,299.0,325.0
62.0,309.0,325.0
27.0,217.0,322.0
65.0,230.0,179.0
70.0,313.0,294.0
37.0,223.0,177.0
47.0,253.0,343.0
49.0,187.0,234.0
55.0,229.0,163.0
26.0,264.0,316.0
20.0,284.0,224.0
38.0,193.0,295.0
62.0,184.0,189.0
15.0,256.0,304.0
56.0,273.0,325.0
47.0,215.0,186.0
27.0,277.0,203.0
40.0,223.0,355.0
67.0,302.0,176.0
43.0,193.0,321.0
28.0,210.0,224.0
51.0,170.0,218.0
36.0,279.0,348.0
34.0,271.0,220.0
69.0,231.0,185.0
15.0,243.0,296.0
62.0,269.0,194.0
62.0,167.0,216.0
19.0,269.0,326.0
55.0,293.0,299.0
43.0,207.0,343.0
56.0,219.0,172.0
34.0,226.0,187.0
25.0,272.0,339.0
41.0,265.0,343.0
40.0,301.0,223.0
50.0,182.0,228.0
48.0,242.0,328.0
60.0,309.0,223.0
56.0,310.0,189.0
61.0,302.0,193.0
15.0,249.0,227.0
54.0,162.0,198.0
16.0,275.0,221.0
18.0,266.0,205.0
57.0,158.0,339.0
54.0,161.0,197.0
43.0,226.0,209.0
68.0,306.0,200.0
39.0,282.0,344.0
38.0,222.0,352.0
21.0,240.0,302.0
23.0,282.0,200.0
56.0,300.0,207.0
38.0,191.0,246.0
46.0,304.0,205.0
31.0,255.0,222.0
72.0,290.0,341.0
37.0,190.0,237.0
72.0,138.0,231.0
64.0,309.0,210.0
59.0,156.0,239.0
30.0,268.0,231.0
46.0,178.0,192.0
54.0,310.0,290.0
48.0,308.0,213.0
25.0,246.0,210.0
75.0,247.0,210.0
44.0,307.0,294.0
65.0,203.0,173.0
51.0,320.0,305.0
24.0,285.0,322.0
40.0,187.0,310.0
71.0,274.0,349.0
66.0,150.0,231.0
36.0,248.0,189.0
39.0,195.0,315.0
41.0,272.0,190.0
47.0,183.0,332.0
36.0,211.0,349.0
43.0,305.0,204.0
31.0,208.0,324.0
30.0,213.0,183.0
34.0,211.0,303.0
20.0,256.0,237.0
67.0,146.0,240.0
14.0,264.0,212.0
37.0,286.0,341.0
32.0,293.0,327.0
25.0,276.0,212.0
18.0,277.0,295.0
44.0,299.0,205.0
52.0,160.0,214.0
18.0,282.0,307.0
32.0,287.0,310.0
58.0,152.0,193.0
72.0,151.0,191.0
33.0,281.0,186.0
19.0,257.0,324.0
29.0,297.0,206.0
22.0,298.0,308.0
30.0,244.0,344.0
40.0,176.0,237.0
52.0,308.0,319.0
31.0,285.0,309.0
52.0,232.0,347.0
11.0,259.0,304.0
34.0,309.0,304.0
9.0,266.0,303.0
41.0,222.0,330.0
55.0,305.0,222.0
34.0,191.0,200.0
60.0,307.0,292.0
25.0,268.0,226.0
45.0,296.0,193.0
19.0,241.0,312.0
