66.0,188.0,64.0
25.0,125.0,166.0
21.0,127.0,78.0
66.0,177.0,64.0
53.0,143.0,36.0
9.0,181.0,161.0
73.0,199.0,185.0
45.0,203.0,98.0
47.0,113.0,48.0
51.0,187.0,45.0
62.0,209.0,81.0
69.0,152.0,230.0
37.0,175.0,90.0
17.0,178.0,166.0
60.0,83.0,66.0
34.0,106.0,54.0
67.0,166.0,101.0
36.0,175.0,69.0
66.0,129.0,232.0
24.0,201.0,83.0
21.0,184.0,160.0
71.0,173.0,197.0
13.0,152.0,157.0
56.0,154.0,76.0
40.0,200.0,176.0
37.0,197.0,64.0
83.0,182.0,175.0
38.0,142.0,206.0
40.0,125.0,224.0
23.0,134.0,80.0
34.0,196.0,159.0
33.0,180.0,195.0
73.0,191.0,166.0
29.0,170.0,215.0
33.0,200.0,86.0
38.0,108.0,47.0
58.0,107.0,81.0
22.0,197.0,64.0
70.0,194.0,169.0
17.0,177.0,179.0
41.0,123.0,65.0
11.0,184.0,82.0
61.0,170.0,49.0
57.0,163.0,50.0
27.0,191.0,85.0
56.0,209.0,173.0
47.0,183.0,178.0
68.0,165.0,226.0
47.0,144.0,201.0
74.0,190.0,49.0
39.0,207.0,88.0
36.0,171.0,198.0
43.0,202.0,58.0
30.0,144.0,174.0
76.0,165.0,190.0
41.0,191.0,201.0
30.0,108.0,191.0
39.0,169.0,190.0
58.0,193.0,81.0
38.0,107.0,193.0
25.0,146.0,54.0
69.0,201.0,204.0
49.0,185.0,191.0
36.0,211.0,84.0
27.0,158.0,174.0
27.0,139.0,197.0
45.0,91.0,179.0
40.0,152.0,214.0
61.0,199.0,196.0
16.0,175.0,78.0
68.0,190.0,50.0
22.0,187.0,167.0
69.0,150.0,44.0
26.0,122.0,167.0
51.0,187.0,95.0
46.0,194.0,72.0
23.0,169.0,170.0
7.0,177.0,92.0
63.0,168.0,210.0
62.0,201.0,164.0
39.0,195.0,99.0
14.0,181.0,190.0
49.0,204.0,181.0
24.0,136.0,67.0
60.0,172.0,43.0
46.0,170.0,218.0
30.0,123.0,167.0
75.0,183.0,66.0
62.0,153.0,94.0
72.0,172.0,29.0
16.0,144.0,199.0
25.0,120.0,62.0
60.0,203.0,181.0
57.0,178.0,65.0
63.0,211.0,71.0
44.0,101.0,200.0
